// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 6 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:20 (20.26 sec)   *****
// ***** Failed to build in Parallel, switching to sequential build   *****
// ***** Done, took 00:00:23 (23.68 sec)   *****
// Found 6 benchmarks:
//   SparksAndFrameworksBenchmark.Interpolation: .NET 6.0(Runtime=.NET 6.0)
//   SparksAndFrameworksBenchmark.Interpolation: .NET 7.0(Runtime=.NET 7.0)
//   SparksAndFrameworksBenchmark.Interpolation: .NET 8.0(Runtime=.NET 8.0)
//   SparksAndFrameworksBenchmark.Interpolation: .NET Core 3.1(Runtime=.NET Core 3.1)
//   SparksAndFrameworksBenchmark.Interpolation: .NET Framework 4.8.1(Runtime=.NET Framework 4.8.1)
//   SparksAndFrameworksBenchmark.Interpolation: NativeAOT 8.0(Runtime=NativeAOT 8.0)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: SparksAndFrameworksBenchmark.Interpolation: .NET 6.0(Runtime=.NET 6.0)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet eae15f2f-434c-4261-9289-8664db2942fd.dll --anonymousPipes 3352 2372 --benchmarkName SparksAndFrameworksBenchmark.Interpolation --job ".NET 6.0" --benchmarkId 0 in C:\src\DotNetBenchmarkExamples\bin\Release\net8.0\eae15f2f-434c-4261-9289-8664db2942fd\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.10
// Runtime=.NET 6.0.25 (6.0.2523.51912), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni VectorSize=256
// Job: .NET 6.0

OverheadJitting  1: 1 op, 157800.00 ns, 157.8000 us/op
WorkloadJitting  1: 1 op, 251600.00 ns, 251.6000 us/op

OverheadJitting  2: 16 op, 350500.00 ns, 21.9062 us/op
WorkloadJitting  2: 16 op, 376000.00 ns, 23.5000 us/op

WorkloadPilot    1: 16 op, 4300.00 ns, 268.7500 ns/op
WorkloadPilot    2: 32 op, 4200.00 ns, 131.2500 ns/op
WorkloadPilot    3: 64 op, 7800.00 ns, 121.8750 ns/op
WorkloadPilot    4: 128 op, 13000.00 ns, 101.5625 ns/op
WorkloadPilot    5: 256 op, 23200.00 ns, 90.6250 ns/op
WorkloadPilot    6: 512 op, 44900.00 ns, 87.6953 ns/op
WorkloadPilot    7: 1024 op, 88200.00 ns, 86.1328 ns/op
WorkloadPilot    8: 2048 op, 175300.00 ns, 85.5957 ns/op
WorkloadPilot    9: 4096 op, 348100.00 ns, 84.9854 ns/op
WorkloadPilot   10: 8192 op, 751400.00 ns, 91.7236 ns/op
WorkloadPilot   11: 16384 op, 1739700.00 ns, 106.1829 ns/op
WorkloadPilot   12: 32768 op, 3403600.00 ns, 103.8696 ns/op
WorkloadPilot   13: 65536 op, 6658500.00 ns, 101.6006 ns/op
WorkloadPilot   14: 131072 op, 11625500.00 ns, 88.6955 ns/op
WorkloadPilot   15: 262144 op, 23491100.00 ns, 89.6114 ns/op
WorkloadPilot   16: 524288 op, 48648200.00 ns, 92.7891 ns/op
WorkloadPilot   17: 1048576 op, 65163100.00 ns, 62.1444 ns/op
WorkloadPilot   18: 2097152 op, 102884700.00 ns, 49.0592 ns/op
WorkloadPilot   19: 4194304 op, 202245100.00 ns, 48.2190 ns/op
WorkloadPilot   20: 8388608 op, 429244000.00 ns, 51.1699 ns/op
WorkloadPilot   21: 16777216 op, 806622400.00 ns, 48.0784 ns/op

OverheadWarmup   1: 16777216 op, 47054600.00 ns, 2.8047 ns/op
OverheadWarmup   2: 16777216 op, 49528800.00 ns, 2.9521 ns/op
OverheadWarmup   3: 16777216 op, 47113100.00 ns, 2.8082 ns/op
OverheadWarmup   4: 16777216 op, 47839500.00 ns, 2.8515 ns/op
OverheadWarmup   5: 16777216 op, 49037400.00 ns, 2.9229 ns/op
OverheadWarmup   6: 16777216 op, 47989700.00 ns, 2.8604 ns/op

OverheadActual   1: 16777216 op, 48844900.00 ns, 2.9114 ns/op
OverheadActual   2: 16777216 op, 45921700.00 ns, 2.7371 ns/op
OverheadActual   3: 16777216 op, 47905600.00 ns, 2.8554 ns/op
OverheadActual   4: 16777216 op, 48873600.00 ns, 2.9131 ns/op
OverheadActual   5: 16777216 op, 47555700.00 ns, 2.8345 ns/op
OverheadActual   6: 16777216 op, 48546600.00 ns, 2.8936 ns/op
OverheadActual   7: 16777216 op, 48636800.00 ns, 2.8990 ns/op
OverheadActual   8: 16777216 op, 44237400.00 ns, 2.6368 ns/op
OverheadActual   9: 16777216 op, 37051300.00 ns, 2.2084 ns/op
OverheadActual  10: 16777216 op, 41327900.00 ns, 2.4633 ns/op
OverheadActual  11: 16777216 op, 42204700.00 ns, 2.5156 ns/op
OverheadActual  12: 16777216 op, 41053400.00 ns, 2.4470 ns/op
OverheadActual  13: 16777216 op, 42886100.00 ns, 2.5562 ns/op
OverheadActual  14: 16777216 op, 42939100.00 ns, 2.5594 ns/op
OverheadActual  15: 16777216 op, 42779200.00 ns, 2.5498 ns/op
OverheadActual  16: 16777216 op, 40010500.00 ns, 2.3848 ns/op
OverheadActual  17: 16777216 op, 42043200.00 ns, 2.5060 ns/op
OverheadActual  18: 16777216 op, 43282200.00 ns, 2.5798 ns/op
OverheadActual  19: 16777216 op, 43026800.00 ns, 2.5646 ns/op
OverheadActual  20: 16777216 op, 42651100.00 ns, 2.5422 ns/op

WorkloadWarmup   1: 16777216 op, 818951900.00 ns, 48.8133 ns/op
WorkloadWarmup   2: 16777216 op, 828540200.00 ns, 49.3848 ns/op
